จังหวัด,ปี,ชาย (คน),หญิง (คน),รวม (คน)
สุพรรณบุรี,2553,4569,4368,8937
นครปฐม,2553,4692,4409,9101
สมุทรสาคร,2553,5070,4667,9737
สมุทรสงคราม,2553,710,602,1312
เพชรบุรี,2553,2584,2422,5006
ประจวบคีรีขันธ์,2553,3185,3056,6241
นครศรีธรรมราช,2553,9394,8822,18216
กระบี่,2553,3842,3406,7248
พังงา,2553,1559,1471,3030
ภูเก็ต,2553,3980,3573,7553
สุราษฎร์ธานี,2553,7865,7552,15417
ระนอง,2553,1111,1045,2156
ชุมพร,2553,3223,3006,6229
สงขลา,2553,10666,9976,20642
สตูล,2553,2439,2261,4700
ตรัง,2553,4327,4107,8434
พัทลุง,2553,2800,2704,5504
ปัตตานี,2553,6500,5974,12474
ยะลา,2553,5368,5119,10487
นราธิวาส,2553,6925,6428,13353
กรุงเทพมหานคร,2554,51807,48524,100331
สมุทรปราการ,2554,8525,7960,16485
นนทบุรี,2554,5927,5498,11425
ปทุมธานี,2554,5563,5137,10700
พระนครศรีอยุธยา,2554,4485,4166,8651
อ่างทอง,2554,1530,1440,2970
ลพบุรี,2554,4147,3775,7922
สิงห์บุรี,2554,1170,1137,2307
ชัยนาท,2554,1514,1412,2926
สระบุรี,2554,4516,4208,8724
ชลบุรี,2554,15495,14395,29890
ระยอง,2554,5342,4986,10328
จันทบุรี,2554,3509,3234,6743
ตราด,2554,1294,1287,2581
ฉะเชิงเทรา,2554,4519,4109,8628
ปราจีนบุรี,2554,3101,3037,6138
นครนายก,2554,2032,1868,3900
สระแก้ว,2554,3170,3044,6214
นครราชสีมา,2554,14757,13916,28673
บุรีรัมย์,2554,8731,8359,17090
สุรินทร์,2554,7426,7042,14468
ศรีสะเกษ,2554,7405,6800,14205
อุบลราชธานี,2554,11197,10596,21793
ยโสธร,2554,2541,2448,4989
ชัยภูมิ,2554,5407,5100,10507
อำนาจเจริญ,2554,1975,1880,3855
บึงกาฬ,2554,2026,1969,3995
หนองบัวลำภู,2554,2661,2532,5193
ขอนแก่น,2554,10335,9899,20234
อุดรธานี,2554,8969,8374,17343
เลย,2554,3587,3503,7090
หนองคาย,2554,3283,3155,6438
มหาสารคาม,2554,4041,3771,7812
ร้อยเอ็ด,2554,5690,5489,11179
กาฬสินธุ์,2554,4719,4325,9044
สกลนคร,2554,6927,6608,13535
นครพนม,2554,3543,3411,6954
มุกดาหาร,2554,1975,1879,3854
เชียงใหม่,2554,9711,9028,18739
ลำพูน,2554,1651,1650,3301
ลำปาง,2554,2565,2463,5028
อุตรดิตถ์,2554,2038,1913,3951
แพร่,2554,1745,1673,3418
น่าน,2554,2167,1999,4166
พะเยา,2554,1988,1857,3845
เชียงราย,2554,6100,5692,11792
แม่ฮ่องสอน,2554,1812,1646,3458
นครสวรรค์,2554,5431,5141,10572
อุทัยธานี,2554,1726,1594,3320
กำแพงเพชร,2554,3363,3160,6523
ตาก,2554,4478,4231,8709
สุโขทัย,2554,2670,2537,5207
พิษณุโลก,2554,4536,4459,8995
พิจิตร,2554,2739,2546,5285
เพชรบูรณ์,2554,4591,4270,8861
ราชบุรี,2554,5576,5448,11024
กาญจนบุรี,2554,5155,4950,10105
สุพรรณบุรี,2554,4670,4482,9152
นครปฐม,2554,4853,4623,9476
สมุทรสาคร,2554,5569,5378,10947
สมุทรสงคราม,2554,726,688,1414
เพชรบุรี,2554,2554,2495,5049
ประจวบคีรีขันธ์,2554,3573,3169,6742
นครศรีธรรมราช,2554,9802,9094,18896
กระบี่,2554,3836,3672,7508
พังงา,2554,1722,1558,3280
ภูเก็ต,2554,4266,4051,8317
สุราษฎร์ธานี,2554,8253,7819,16072
ระนอง,2554,1128,1084,2212
ชุมพร,2554,3398,3152,6550
สงขลา,2554,11375,10587,21962
สตูล,2554,2574,2285,4859
ตรัง,2554,4576,4335,8911
พัทลุง,2554,2871,2639,5510
ปัตตานี,2554,6545,6182,12727
ยะลา,2554,5769,5353,11122
นราธิวาส,2554,7281,6691,13972
กรุงเทพมหานคร,2555,54362,51210,105572
สมุทรปราการ,2555,8945,8306,17251
นนทบุรี,2555,5988,5736,11724
ปทุมธานี,2555,6212,5836,12048
พระนครศรีอยุธยา,2555,4720,4339,9059
อ่างทอง,2555,1454,1425,2879
ลพบุรี,2555,3970,3837,7807
สิงห์บุรี,2555,1122,1057,2179
ชัยนาท,2555,1489,1490,2979
สระบุรี,2555,4468,4120,8588
ชลบุรี,2555,16095,15115,31210
ระยอง,2555,5339,5032,10371
จันทบุรี,2555,3570,3304,6874
ตราด,2555,1434,1302,2736
ฉะเชิงเทรา,2555,4630,4324,8954
ปราจีนบุรี,2555,3201,2874,6075
นครนายก,2555,1908,1845,3753
สระแก้ว,2555,3131,3006,6137
นครราชสีมา,2555,14833,13790,28623
บุรีรัมย์,2555,8655,7982,16637
สุรินทร์,2555,7471,7209,14680
ศรีสะเกษ,2555,7310,7065,14375
อุบลราชธานี,2555,11194,10609,21803
ยโสธร,2555,2509,2486,4995
ชัยภูมิ,2555,5554,5194,10748
อำนาจเจริญ,2555,1849,1778,3627
บึงกาฬ,2555,2704,2637,5341
หนองบัวลำภู,2555,2758,2515,5273
ขอนแก่น,2555,10847,10167,21014
อุดรธานี,2555,8893,8552,17445
เลย,2555,3873,3563,7436
หนองคาย,2555,2831,2666,5497
มหาสารคาม,2555,4048,3886,7934
ร้อยเอ็ด,2555,5740,5460,11200
กาฬสินธุ์,2555,4816,4591,9407
สกลนคร,2555,7075,6774,13849
นครพนม,2555,3587,3384,6971
มุกดาหาร,2555,2153,1966,4119
เชียงใหม่,2555,10449,9948,20397
ลำพูน,2555,1813,1762,3575
ลำปาง,2555,2764,2575,5339
อุตรดิตถ์,2555,2075,1914,3989
แพร่,2555,1663,1666,3329
น่าน,2555,2178,2095,4273
พะเยา,2555,2017,1965,3982
เชียงราย,2555,6476,5926,12402
แม่ฮ่องสอน,2555,1705,1647,3352
นครสวรรค์,2555,5557,5256,10813
อุทัยธานี,2555,1658,1605,3263
กำแพงเพชร,2555,3309,3090,6399
ตาก,2555,4636,4370,9006
สุโขทัย,2555,2703,2453,5156
พิษณุโลก,2555,4846,4530,9376
พิจิตร,2555,2829,2537,5366
เพชรบูรณ์,2555,4598,4353,8951
ราชบุรี,2555,5728,5230,10958
กาญจนบุรี,2555,5002,4767,9769
สุพรรณบุรี,2555,4810,4558,9368
นครปฐม,2555,5082,4649,9731
สมุทรสาคร,2555,6401,5811,12212
สมุทรสงคราม,2555,754,705,1459
เพชรบุรี,2555,2564,2373,4937
ประจวบคีรีขันธ์,2555,3713,3461,7174
นครศรีธรรมราช,2555,10136,9395,19531
กระบี่,2555,3988,3791,7779
พังงา,2555,1824,1758,3582
ภูเก็ต,2555,4719,4368,9087
สุราษฎร์ธานี,2555,8630,7991,16621
ระนอง,2555,1333,1324,2657
ชุมพร,2555,3503,3217,6720
สงขลา,2555,11561,11148,22709
สตูล,2555,2623,2486,5109
ตรัง,2555,4685,4394,9079
พัทลุง,2555,3005,2833,5838
ปัตตานี,2555,6495,6115,12610
ยะลา,2555,6079,5712,11791
นราธิวาส,2555,7334,6782,14116
กรุงเทพมหานคร,2556,52341,48667,101008
สมุทรปราการ,2556,8669,7928,16597
นนทบุรี,2556,5505,5219,10724
ปทุมธานี,2556,6202,5727,11929
พระนครศรีอยุธยา,2556,4494,4218,8712
อ่างทอง,2556,1322,1285,2607
ลพบุรี,2556,3819,3539,7358
สิงห์บุรี,2556,1111,998,2109
ชัยนาท,2556,1409,1337,2746
สระบุรี,2556,4131,3897,8028
ชลบุรี,2556,15894,14664,30558
ระยอง,2556,5027,4754,9781
จันทบุรี,2556,3316,3190,6506
ตราด,2556,1376,1288,2664
ฉะเชิงเทรา,2556,4383,3913,8296
ปราจีนบุรี,2556,3033,2845,5878
นครนายก,2556,1952,1732,3684
สระแก้ว,2556,2929,2856,5785
นครราชสีมา,2556,13741,13181,26922
บุรีรัมย์,2556,7952,7537,15489
สุรินทร์,2556,6998,6509,13507
ศรีสะเกษ,2556,6702,6404,13106
อุบลราชธานี,2556,10261,9861,20122
ยโสธร,2556,2366,2293,4659
ชัยภูมิ,2556,5012,4767,9779
อำนาจเจริญ,2556,1731,1733,3464
บึงกาฬ,2556,2513,2458,4971
หนองบัวลำภู,2556,2512,2408,4920
ขอนแก่น,2556,10198,9445,19643
อุดรธานี,2556,8263,8093,16356
เลย,2556,3540,3250,6790
หนองคาย,2556,2734,2475,5209
มหาสารคาม,2556,3826,3599,7425
ร้อยเอ็ด,2556,5285,4993,10278
กาฬสินธุ์,2556,4319,4072,8391
สกลนคร,2556,6622,6169,12791
นครพนม,2556,3200,3109,6309
มุกดาหาร,2556,1923,1826,3749
เชียงใหม่,2556,10784,10100,20884
ลำพูน,2556,1743,1703,3446
ลำปาง,2556,2500,2417,4917
อุตรดิตถ์,2556,1963,1785,3748
แพร่,2556,1495,1480,2975
น่าน,2556,2060,2011,4071
พะเยา,2556,1872,1843,3715
เชียงราย,2556,6187,5831,12018
แม่ฮ่องสอน,2556,1711,1681,3392
นครสวรรค์,2556,5244,4949,10193
อุทัยธานี,2556,1610,1451,3061
กำแพงเพชร,2556,3137,2917,6054
ตาก,2556,4696,4449,9145
สุโขทัย,2556,2422,2309,4731
พิษณุโลก,2556,4647,4129,8776
พิจิตร,2556,2511,2449,4960
เพชรบูรณ์,2556,4246,4034,8280
ราชบุรี,2556,5451,5039,10490
กาญจนบุรี,2556,4898,4578,9476
สุพรรณบุรี,2556,4618,4361,8979
นครปฐม,2556,4927,4564,9491
สมุทรสาคร,2556,6995,6489,13484
สมุทรสงคราม,2556,752,714,1466
เพชรบุรี,2556,2376,2256,4632
ประจวบคีรีขันธ์,2556,3474,3315,6789
นครศรีธรรมราช,2556,9685,9445,19130
กระบี่,2556,3865,3633,7498
พังงา,2556,1808,1726,3534
ภูเก็ต,2556,4647,4418,9065
สุราษฎร์ธานี,2556,8191,7649,15840
ระนอง,2556,1434,1361,2795
ชุมพร,2556,3383,3080,6463
สงขลา,2556,11764,10992,22756
สตูล,2556,2564,2460,5024
ตรัง,2556,4470,4088,8558
พัทลุง,2556,2927,2646,5573
ปัตตานี,2556,6492,6081,12573
ยะลา,2556,5973,5516,11489
นราธิวาส,2556,6889,6919,13808
กรุงเทพมหานคร,2557,51190,48428,99618
สมุทรปราการ,2557,8669,8108,16777
นนทบุรี,2557,5381,5070,10451
ปทุมธานี,2557,6391,5739,12130
พระนครศรีอยุธยา,2557,4518,4234,8752
อ่างทอง,2557,1316,1202,2518
ลพบุรี,2557,3657,3398,7055
สิงห์บุรี,2557,1091,974,2065
ชัยนาท,2557,1403,1327,2730
สระบุรี,2557,4167,3843,8010
ชลบุรี,2557,16778,15715,32493
ระยอง,2557,5127,4780,9907
จันทบุรี,2557,3309,3180,6489
ตราด,2557,1340,1339,2679
ฉะเชิงเทรา,2557,4365,4211,8576
ปราจีนบุรี,2557,3061,2845,5906
นครนายก,2557,1970,1852,3822
สระแก้ว,2557,2960,2787,5747
นครราชสีมา,2557,13623,13146,26769
บุรีรัมย์,2557,7938,7431,15369
สุรินทร์,2557,6804,6579,13383
ศรีสะเกษ,2557,6638,6285,12923
อุบลราชธานี,2557,10302,9645,19947
ยโสธร,2557,2272,2150,4422
ชัยภูมิ,2557,4933,4690,9623
อำนาจเจริญ,2557,1661,1622,3283
บึงกาฬ,2557,2377,2086,4463
หนองบัวลำภู,2557,2501,2313,4814
ขอนแก่น,2557,9976,9245,19221
อุดรธานี,2557,8253,7866,16119
เลย,2557,3436,3048,6484
หนองคาย,2557,2655,2574,5229
มหาสารคาม,2557,3714,3465,7179
ร้อยเอ็ด,2557,5235,5155,10390
กาฬสินธุ์,2557,4351,4120,8471
สกลนคร,2557,6336,6085,12421
นครพนม,2557,3148,2938,6086
มุกดาหาร,2557,1955,1927,3882
เชียงใหม่,2557,10941,10240,21181
ลำพูน,2557,1769,1704,3473
ลำปาง,2557,2398,2331,4729
อุตรดิตถ์,2557,1804,1815,3619
แพร่,2557,1550,1510,3060
น่าน,2557,1973,1908,3881
พะเยา,2557,1910,1732,3642
เชียงราย,2557,6073,5711,11784
แม่ฮ่องสอน,2557,1591,1635,3226
นครสวรรค์,2557,5120,4814,9934
อุทัยธานี,2557,1484,1461,2945
กำแพงเพชร,2557,3245,2905,6150
ตาก,2557,4866,4641,9507
สุโขทัย,2557,2385,2244,4629
พิษณุโลก,2557,4572,4302,8874
พิจิตร,2557,2458,2324,4782
เพชรบูรณ์,2557,4106,3936,8042
ราชบุรี,2557,5446,5310,10756
กาญจนบุรี,2557,4870,4595,9465
สุพรรณบุรี,2557,4671,4319,8990
นครปฐม,2557,4808,4493,9301
สมุทรสาคร,2557,7122,6793,13915
สมุทรสงคราม,2557,741,743,1484
เพชรบุรี,2557,2430,2277,4707
ประจวบคีรีขันธ์,2557,3608,3363,6971
นครศรีธรรมราช,2557,9604,9138,18742
กระบี่,2557,3805,3622,7427
พังงา,2557,1807,1680,3487
ภูเก็ต,2557,4643,4296,8939
สุราษฎร์ธานี,2557,8298,7641,15939
ระนอง,2557,1569,1446,3015
ชุมพร,2557,3312,3107,6419
สงขลา,2557,11555,10793,22348
สตูล,2557,2532,2300,4832
ตรัง,2557,4296,3898,8194
พัทลุง,2557,2935,2578,5513
ปัตตานี,2557,6080,5772,11852
ยะลา,2557,5769,5339,11108
นราธิวาส,2557,6905,6400,13305
กรุงเทพมหานคร,2558,49172,46379,95551
สมุทรปราการ,2558,8240,7598,15838
นนทบุรี,2558,5263,4893,10156
ปทุมธานี,2558,5975,5848,11823
พระนครศรีอยุธยา,2558,4164,4046,8210
อ่างทอง,2558,1212,1218,2430
ลพบุรี,2558,3298,3256,6554
สิงห์บุรี,2558,969,936,1905
ชัยนาท,2558,1235,1238,2473
สระบุรี,2558,3976,3776,7752
ชลบุรี,2558,16106,15375,31481
ระยอง,2558,4805,4555,9360
จันทบุรี,2558,3161,2999,6160
ตราด,2558,1280,1109,2389
ฉะเชิงเทรา,2558,4064,3933,7997
ปราจีนบุรี,2558,2851,2714,5565
นครนายก,2558,1928,1749,3677
สระแก้ว,2558,2772,2698,5470
นครราชสีมา,2558,12928,12249,25177
บุรีรัมย์,2558,7437,6953,14390
สุรินทร์,2558,6385,6224,12609
ศรีสะเกษ,2558,6187,5910,12097
อุบลราชธานี,2558,9474,9309,18783
ยโสธร,2558,2150,2175,4325
ชัยภูมิ,2558,4592,4300,8892
อำนาจเจริญ,2558,1509,1527,3036
บึงกาฬ,2558,2145,1972,4117
หนองบัวลำภู,2558,2287,2251,4538
ขอนแก่น,2558,9372,8592,17964
อุดรธานี,2558,7887,7272,15159
เลย,2558,3160,3011,6171
หนองคาย,2558,2426,2305,4731
มหาสารคาม,2558,3509,3375,6884
ร้อยเอ็ด,2558,4966,4636,9602
กาฬสินธุ์,2558,3939,3719,7658
สกลนคร,2558,5948,5640,11588
นครพนม,2558,2857,2700,5557
มุกดาหาร,2558,1885,1819,3704
เชียงใหม่,2558,10706,10332,21038
ลำพูน,2558,1645,1670,3315
ลำปาง,2558,2351,2195,4546
อุตรดิตถ์,2558,1652,1580,3232
แพร่,2558,1529,1454,2983
น่าน,2558,1906,1715,3621
พะเยา,2558,1693,1743,3436
เชียงราย,2558,5829,5497,11326
แม่ฮ่องสอน,2558,1688,1522,3210
นครสวรรค์,2558,4802,4624,9426
อุทัยธานี,2558,1452,1378,2830
กำแพงเพชร,2558,2857,2633,5490
ตาก,2558,4601,4176,8777
สุโขทัย,2558,2241,2111,4352
พิษณุโลก,2558,4314,4130,8444
พิจิตร,2558,2284,2073,4357
เพชรบูรณ์,2558,3927,3695,7622
ราชบุรี,2558,5154,4918,10072
กาญจนบุรี,2558,4618,4195,8813
สุพรรณบุรี,2558,4304,4003,8307
นครปฐม,2558,4573,4323,8896
สมุทรสาคร,2558,7111,6728,13839
สมุทรสงคราม,2558,723,643,1366
เพชรบุรี,2558,2262,2203,4465
ประจวบคีรีขันธ์,2558,3393,3284,6677
นครศรีธรรมราช,2558,9144,8420,17564
กระบี่,2558,3696,3443,7139
พังงา,2558,1692,1683,3375
ภูเก็ต,2558,4416,4154,8570
สุราษฎร์ธานี,2558,7617,7344,14961
ระนอง,2558,1379,1309,2688
ชุมพร,2558,3144,2984,6128
สงขลา,2558,10882,10374,21256
สตูล,2558,2378,2161,4539
ตรัง,2558,3917,3622,7539
พัทลุง,2558,2621,2437,5058
ปัตตานี,2558,6001,5709,11710
ยะลา,2558,5590,5329,10919
นราธิวาส,2558,6431,6262,12693
กรุงเทพมหานคร,2559,47336,44694,92030
สมุทรปราการ,2559,7900,7296,15196
นนทบุรี,2559,5209,4782,9991
ปทุมธานี,2559,5940,5541,11481
พระนครศรีอยุธยา,2559,4003,3735,7738
อ่างทอง,2559,1119,1111,2230
ลพบุรี,2559,3410,3120,6530
สิงห์บุรี,2559,976,899,1875
ชัยนาท,2559,1148,1133,2281
สระบุรี,2559,3785,3628,7413
ชลบุรี,2559,15747,14662,30409
ระยอง,2559,4770,4454,9224
จันทบุรี,2559,3001,2832,5833
ตราด,2559,1075,1044,2119
ฉะเชิงเทรา,2559,3930,3688,7618
ปราจีนบุรี,2559,2847,2642,5489
นครนายก,2559,1864,1621,3485
สระแก้ว,2559,2764,2523,5287
นครราชสีมา,2559,12214,11834,24048
บุรีรัมย์,2559,6984,6581,13565
สุรินทร์,2559,6183,5957,12140
ศรีสะเกษ,2559,5945,5713,11658
อุบลราชธานี,2559,9340,8830,18170
ยโสธร,2559,2137,1936,4073
ชัยภูมิ,2559,4415,4085,8500
อำนาจเจริญ,2559,1527,1411,2938
บึงกาฬ,2559,1974,1821,3795
หนองบัวลำภู,2559,2170,2125,4295
ขอนแก่น,2559,9046,8582,17628
อุดรธานี,2559,7642,7080,14722
เลย,2559,3007,2961,5968
หนองคาย,2559,2340,2248,4588
มหาสารคาม,2559,3448,3195,6643
ร้อยเอ็ด,2559,4782,4473,9255
กาฬสินธุ์,2559,3790,3554,7344
สกลนคร,2559,5797,5465,11262
นครพนม,2559,2730,2574,5304
มุกดาหาร,2559,1877,1759,3636
เชียงใหม่,2559,10080,9709,19789
ลำพูน,2559,1686,1502,3188
ลำปาง,2559,2290,2180,4470
อุตรดิตถ์,2559,1618,1550,3168
แพร่,2559,1375,1319,2694
น่าน,2559,1885,1769,3654
พะเยา,2559,1739,1668,3407
เชียงราย,2559,5621,5278,10899
แม่ฮ่องสอน,2559,1563,1472,3035
นครสวรรค์,2559,4499,4200,8699
อุทัยธานี,2559,1341,1214,2555
กำแพงเพชร,2559,2685,2566,5251
ตาก,2559,4372,4254,8626
สุโขทัย,2559,2118,2051,4169
พิษณุโลก,2559,4131,3830,7961
พิจิตร,2559,2063,1957,4020
เพชรบูรณ์,2559,3910,3563,7473
ราชบุรี,2559,5060,4679,9739
กาญจนบุรี,2559,4217,4056,8273
สุพรรณบุรี,2559,4029,3737,7766
นครปฐม,2559,4342,4203,8545
สมุทรสาคร,2559,6847,6218,13065
สมุทรสงคราม,2559,616,581,1197
เพชรบุรี,2559,2234,2117,4351
ประจวบคีรีขันธ์,2559,3397,3174,6571
นครศรีธรรมราช,2559,8273,7809,16082
กระบี่,2559,3380,3350,6730
พังงา,2559,1622,1520,3142
ภูเก็ต,2559,4168,4028,8196
สุราษฎร์ธานี,2559,7111,6696,13807
ระนอง,2559,1287,1168,2455
ชุมพร,2559,2974,2732,5706
สงขลา,2559,10303,9638,19941
สตูล,2559,2123,2006,4129
ตรัง,2559,3411,3335,6746
พัทลุง,2559,2235,2227,4462
ปัตตานี,2559,5745,5624,11369
ยะลา,2559,5514,5010,10524
นราธิวาส,2559,6359,6084,12443
กรุงเทพมหานคร,2560,46838,44066,90904
สมุทรปราการ,2560,7771,7255,15026
นนทบุรี,2560,5114,4735,9849
ปทุมธานี,2560,6084,5606,11690
พระนครศรีอยุธยา,2560,4005,3776,7781
อ่างทอง,2560,1035,1034,2069
ลพบุรี,2560,3232,3121,6353
สิงห์บุรี,2560,949,844,1793
ชัยนาท,2560,1165,1067,2232
สระบุรี,2560,3703,3594,7297
ชลบุรี,2560,15888,14676,30564
ระยอง,2560,4820,4347,9167
จันทบุรี,2560,3098,3012,6110
ตราด,2560,1097,1053,2150
ฉะเชิงเทรา,2560,3797,3655,7452
ปราจีนบุรี,2560,2871,2726,5597
นครนายก,2560,1858,1773,3631
สระแก้ว,2560,2856,2665,5521
นครราชสีมา,2560,12260,11445,23705
บุรีรัมย์,2560,6815,6505,13320
สุรินทร์,2560,6026,5765,11791
ศรีสะเกษ,2560,5738,5425,11163
อุบลราชธานี,2560,9038,8536,17574
ยโสธร,2560,1953,1870,3823
ชัยภูมิ,2560,4320,4150,8470
อำนาจเจริญ,2560,1531,1514,3045
บึงกาฬ,2560,1873,1848,3721
หนองบัวลำภู,2560,2172,2109,4281
ขอนแก่น,2560,8848,8111,16959
อุดรธานี,2560,7444,7159,14603
เลย,2560,3165,2929,6094
หนองคาย,2560,2325,2219,4544
มหาสารคาม,2560,3468,3135,6603
ร้อยเอ็ด,2560,4754,4415,9169
กาฬสินธุ์,2560,3725,3440,7165
สกลนคร,2560,5658,5368,11026
นครพนม,2560,2810,2643,5453
มุกดาหาร,2560,1853,1782,3635
เชียงใหม่,2560,10395,9857,20252
ลำพูน,2560,1611,1503,3114
ลำปาง,2560,2276,2082,4358
อุตรดิตถ์,2560,1652,1469,3121
แพร่,2560,1382,1237,2619
น่าน,2560,1803,1666,3469
พะเยา,2560,1763,1575,3338
เชียงราย,2560,5992,5563,11555
แม่ฮ่องสอน,2560,2133,1993,4126
นครสวรรค์,2560,4399,4034,8433
อุทัยธานี,2560,1275,1230,2505
กำแพงเพชร,2560,2720,2379,5099
ตาก,2560,6106,5912,12018
สุโขทัย,2560,2004,1917,3921
พิษณุโลก,2560,4062,3846,7908
พิจิตร,2560,2030,1912,3942
เพชรบูรณ์,2560,3768,3528,7296
ราชบุรี,2560,5136,4563,9699
กาญจนบุรี,2560,4383,4164,8547
สุพรรณบุรี,2560,3952,3737,7689
นครปฐม,2560,4290,4152,8442
สมุทรสาคร,2560,6827,6205,13032
สมุทรสงคราม,2560,610,533,1143
เพชรบุรี,2560,2220,2110,4330
ประจวบคีรีขันธ์,2560,3409,3153,6562
นครศรีธรรมราช,2560,8156,7555,15711
กระบี่,2560,3419,3205,6624
พังงา,2560,1526,1423,2949
ภูเก็ต,2560,4244,3910,8154
สุราษฎร์ธานี,2560,7055,6753,13808
ระนอง,2560,1354,1161,2515
ชุมพร,2560,2856,2752,5608
สงขลา,2560,10030,9494,19524
สตูล,2560,2139,1974,4113
ตรัง,2560,3415,3249,6664
พัทลุง,2560,2192,2187,4379
ปัตตานี,2560,5959,5576,11535
ยะลา,2560,5565,5173,10738
นราธิวาส,2560,6445,6140,12585
กรุงเทพมหานคร,2561,43356,41121,84477
สมุทรปราการ,2561,7211,6723,13934
นนทบุรี,2561,4768,4462,9230
ปทุมธานี,2561,5694,5489,11183
พระนครศรีอยุธยา,2561,3794,3606,7400
อ่างทอง,2561,995,939,1934
ลพบุรี,2561,3035,2972,6007
สิงห์บุรี,2561,885,822,1707
ชัยนาท,2561,988,943,1931
สระบุรี,2561,3522,3392,6914
ชลบุรี,2561,15444,14272,29716
ระยอง,2561,4672,4416,9088
จันทบุรี,2561,3076,2826,5902
ตราด,2561,1203,1119,2322
ฉะเชิงเทรา,2561,3769,3470,7239
ปราจีนบุรี,2561,2691,2663,5354
นครนายก,2561,1821,1662,3483
สระแก้ว,2561,2727,2564,5291
นครราชสีมา,2561,11631,11029,22660
บุรีรัมย์,2561,6546,6181,12727
สุรินทร์,2561,5580,5559,11139
ศรีสะเกษ,2561,5472,5044,10516
อุบลราชธานี,2561,8794,8295,17089
ยโสธร,2561,1804,1777,3581
ชัยภูมิ,2561,4059,4008,8067
อำนาจเจริญ,2561,1455,1386,2841
บึงกาฬ,2561,1907,1819,3726
หนองบัวลำภู,2561,2019,1925,3944
ขอนแก่น,2561,8123,7737,15860
อุดรธานี,2561,7062,6757,13819
เลย,2561,2975,2715,5690
หนองคาย,2561,2191,2110,4301
มหาสารคาม,2561,3196,2945,6141
ร้อยเอ็ด,2561,4459,4265,8724
กาฬสินธุ์,2561,3465,3349,6814
สกลนคร,2561,5456,5012,10468
นครพนม,2561,2724,2543,5267
มุกดาหาร,2561,1868,1793,3661
เชียงใหม่,2561,9995,9427,19422
ลำพูน,2561,1548,1490,3038
ลำปาง,2561,2149,1977,4126
อุตรดิตถ์,2561,1425,1371,2796
แพร่,2561,1264,1215,2479
น่าน,2561,1659,1602,3261
พะเยา,2561,1658,1556,3214
เชียงราย,2561,5753,5405,11158
แม่ฮ่องสอน,2561,2346,2110,4456
นครสวรรค์,2561,4015,3668,7683
อุทัยธานี,2561,1294,1232,2526
กำแพงเพชร,2561,2423,2323,4746
ตาก,2561,5930,5567,11497
สุโขทัย,2561,1831,1752,3583
พิษณุโลก,2561,3920,3688,7608
พิจิตร,2561,1803,1792,3595
เพชรบูรณ์,2561,3556,3196,6752
ราชบุรี,2561,4710,4223,8933
กาญจนบุรี,2561,4044,3842,7886
สุพรรณบุรี,2561,3811,3587,7398
นครปฐม,2561,4047,3889,7936
สมุทรสาคร,2561,5607,5095,10702
สมุทรสงคราม,2561,574,505,1079
เพชรบุรี,2561,2007,1936,3943
ประจวบคีรีขันธ์,2561,2994,2786,5780
นครศรีธรรมราช,2561,7736,7252,14988
กระบี่,2561,3221,2935,6156
พังงา,2561,1318,1105,2423
ภูเก็ต,2561,4080,3832,7912
สุราษฎร์ธานี,2561,7000,6571,13571
ระนอง,2561,1430,1402,2832
ชุมพร,2561,2759,2592,5351
สงขลา,2561,9847,9099,18946
สตูล,2561,1939,1944,3883
ตรัง,2561,3328,3013,6341
พัทลุง,2561,2176,2098,4274
ปัตตานี,2561,5705,5360,11065
ยะลา,2561,5521,5150,10671
นราธิวาส,2561,6364,5836,12200
กรุงเทพมหานคร,2562,39976,37336,77312
สมุทรปราการ,2562,6398,6147,12545
นนทบุรี,2562,4232,4028,8260
ปทุมธานี,2562,5253,4992,10245
พระนครศรีอยุธยา,2562,3666,3430,7096
อ่างทอง,2562,929,913,1842
ลพบุรี,2562,2813,2673,5486
สิงห์บุรี,2562,852,772,1624
ชัยนาท,2562,869,834,1703
สระบุรี,2562,3307,3046,6353
ชลบุรี,2562,14232,13411,27643
ระยอง,2562,4407,4179,8586
จันทบุรี,2562,2903,2671,5574
ตราด,2562,1102,1039,2141
ฉะเชิงเทรา,2562,3409,3302,6711
ปราจีนบุรี,2562,2650,2550,5200
นครนายก,2562,1714,1539,3253
สระแก้ว,2562,2697,2443,5140
นครราชสีมา,2562,10878,10293,21171
บุรีรัมย์,2562,6049,5781,11830
สุรินทร์,2562,5307,5026,10333
ศรีสะเกษ,2562,5183,4920,10103
อุบลราชธานี,2562,8442,8099,16541
ยโสธร,2562,1712,1643,3355
ชัยภูมิ,2562,3809,3654,7463
อำนาจเจริญ,2562,1336,1139,2475
บึงกาฬ,2562,1623,1736,3359
หนองบัวลำภู,2562,1967,1823,3790
ขอนแก่น,2562,7750,7166,14916
อุดรธานี,2562,6506,6249,12755
เลย,2562,2608,2650,5258
หนองคาย,2562,2039,1914,3953
มหาสารคาม,2562,2967,2821,5788
ร้อยเอ็ด,2562,4172,4016,8188
กาฬสินธุ์,2562,3384,3109,6493
สกลนคร,2562,4790,4614,9404
นครพนม,2562,2578,2422,5000
มุกดาหาร,2562,1721,1698,3419
เชียงใหม่,2562,9051,8562,17613
ลำพูน,2562,1385,1362,2747
ลำปาง,2562,1934,1914,3848
อุตรดิตถ์,2562,1401,1250,2651
แพร่,2562,1245,1108,2353
น่าน,2562,1632,1571,3203
