จังหวัด,ปี,ชาย (คน),หญิง (คน),รวม (คน)
จังหวัดพัทลุง,2549,2924,2839,5763
จังหวัดปัตตานี,2549,6214,5899,12113
จังหวัดยะลา,2549,5380,5035,10415
จังหวัดนราธิวาส,2549,6936,6632,13568
กรุงเทพมหานคร,2550,57296,53238,110534
จังหวัดสมุทรปราการ,2550,8273,7710,15983
จังหวัดนนทบุรี,2550,6114,5648,11762
จังหวัดปทุมธานี,2550,6882,6356,13238
จังหวัดพระนครศรีอยุธยา,2550,5454,5017,10471
จังหวัดอ่างทอง,2550,1601,1497,3098
จังหวัดลพบุรี,2550,4151,3777,7928
จังหวัดสิงห์บุรี,2550,1202,1169,2371
จังหวัดชัยนาท,2550,1553,1475,3028
จังหวัดสระบุรี,2550,4675,4391,9066
จังหวัดชลบุรี,2550,14625,13900,28525
จังหวัดระยอง,2550,5109,4910,10019
จังหวัดจันทบุรี,2550,3311,3180,6491
จังหวัดตราด,2550,1378,1310,2688
จังหวัดฉะเชิงเทรา,2550,4433,4229,8662
จังหวัดปราจีนบุรี,2550,3124,3034,6158
จังหวัดนครนายก,2550,1799,1604,3403
จังหวัดสระแก้ว,2550,3048,3024,6072
จังหวัดนครราชสีมา,2550,14454,13481,27935
จังหวัดบุรีรัมย์,2550,8592,8136,16728
จังหวัดสุรินทร์,2550,7376,7174,14550
จังหวัดศรีสะเกษ,2550,7349,7142,14491
จังหวัดอุบลราชธานี,2550,10955,10306,21261
จังหวัดยโสธร,2550,2590,2433,5023
จังหวัดชัยภูมิ,2550,5635,5204,10839
จังหวัดอำนาจเจริญ,2550,1959,1816,3775
จังหวัดหนองบัวลำภู,2550,2687,2516,5203
จังหวัดขอนแก่น,2550,10109,9440,19549
จังหวัดอุดรธานี,2550,8679,8185,16864
จังหวัดเลย,2550,3420,3330,6750
จังหวัดหนองคาย,2550,5013,4915,9928
จังหวัดมหาสารคาม,2550,4165,3921,8086
จังหวัดร้อยเอ็ด,2550,5713,5546,11259
จังหวัดกาฬสินธุ์,2550,4884,4619,9503
จังหวัดสกลนคร,2550,6874,6597,13471
จังหวัดนครพนม,2550,3948,3813,7761
จังหวัดมุกดาหาร,2550,2026,1894,3920
จังหวัดเชียงใหม่,2550,9873,9066,18939
จังหวัดลำพูน,2550,1785,1607,3392
จังหวัดลำปาง,2550,2735,2720,5455
จังหวัดอุตรดิตถ์,2550,2154,2073,4227
จังหวัดแพร่,2550,1758,1711,3469
จังหวัดน่าน,2550,2251,2110,4361
จังหวัดพะเยา,2550,2039,1862,3901
จังหวัดเชียงราย,2550,5840,5595,11435
จังหวัดแม่ฮ่องสอน,2550,1864,1730,3594
จังหวัดนครสวรรค์,2550,5556,5326,10882
จังหวัดอุทัยธานี,2550,1811,1724,3535
จังหวัดกำแพงเพชร,2550,3522,3299,6821
จังหวัดตาก,2550,4298,3989,8287
จังหวัดสุโขทัย,2550,2762,2632,5394
จังหวัดพิษณุโลก,2550,4457,4226,8683
จังหวัดพิจิตร,2550,2654,2409,5063
จังหวัดเพชรบูรณ์,2550,4809,4432,9241
จังหวัดราชบุรี,2550,6026,5677,11703
จังหวัดกาญจนบุรี,2550,5513,5218,10731
จังหวัดสุพรรณบุรี,2550,4790,4543,9333
จังหวัดนครปฐม,2550,5627,5210,10837
จังหวัดสมุทรสาคร,2550,5393,5112,10505
จังหวัดสมุทรสงคราม,2550,764,704,1468
จังหวัดเพชรบุรี,2550,2900,2796,5696
จังหวัดประจวบคีรีขันธ์,2550,3313,3191,6504
จังหวัดนครศรีธรรมราช,2550,9744,9292,19036
จังหวัดกระบี่,2550,3952,3632,7584
จังหวัดพังงา,2550,1719,1696,3415
จังหวัดภูเก็ต,2550,3847,3570,7417
จังหวัดสุราษฎร์ธานี,2550,8744,8008,16752
จังหวัดระนอง,2550,1086,1097,2183
จังหวัดชุมพร,2550,3327,3133,6460
จังหวัดสงขลา,2550,11104,10480,21584
จังหวัดสตูล,2550,2445,2340,4785
จังหวัดตรัง,2550,4619,4498,9117
จังหวัดพัทลุง,2550,3045,2923,5968
จังหวัดปัตตานี,2550,6577,6135,12712
จังหวัดยะลา,2550,5490,5222,10712
จังหวัดนราธิวาส,2550,7134,6676,13810
กรุงเทพมหานคร,2551,55213,51566,106779
จังหวัดสมุทรปราการ,2551,7994,7616,15610
จังหวัดนนทบุรี,2551,6015,5651,11666
จังหวัดปทุมธานี,2551,6704,6358,13062
จังหวัดพระนครศรีอยุธยา,2551,5284,5005,10289
จังหวัดอ่างทอง,2551,1551,1489,3040
จังหวัดลพบุรี,2551,4042,3759,7801
จังหวัดสิงห์บุรี,2551,1179,1101,2280
จังหวัดชัยนาท,2551,1514,1394,2908
จังหวัดสระบุรี,2551,4487,4211,8698
จังหวัดชลบุรี,2551,15010,14059,29069
จังหวัดระยอง,2551,5425,4919,10344
จังหวัดจันทบุรี,2551,3260,3185,6445
จังหวัดตราด,2551,1416,1317,2733
จังหวัดฉะเชิงเทรา,2551,4419,4058,8477
จังหวัดปราจีนบุรี,2551,3140,3028,6168
จังหวัดนครนายก,2551,1827,1622,3449
จังหวัดสระแก้ว,2551,3179,3040,6219
จังหวัดนครราชสีมา,2551,14391,13960,28351
จังหวัดบุรีรัมย์,2551,8545,7994,16539
จังหวัดสุรินทร์,2551,7091,6810,13901
จังหวัดศรีสะเกษ,2551,7142,6670,13812
จังหวัดอุบลราชธานี,2551,10754,10383,21137
จังหวัดยโสธร,2551,2570,2385,4955
จังหวัดชัยภูมิ,2551,5307,5043,10350
จังหวัดอำนาจเจริญ,2551,1877,1877,3754
จังหวัดหนองบัวลำภู,2551,2641,2512,5153
จังหวัดขอนแก่น,2551,10000,9176,19176
จังหวัดอุดรธานี,2551,8470,8189,16659
จังหวัดเลย,2551,3364,3244,6608
จังหวัดหนองคาย,2551,5078,4769,9847
จังหวัดมหาสารคาม,2551,4032,3804,7836
จังหวัดร้อยเอ็ด,2551,5364,5166,10530
จังหวัดกาฬสินธุ์,2551,4702,4416,9118
จังหวัดสกลนคร,2551,6944,6578,13522
จังหวัดนครพนม,2551,3721,3626,7347
จังหวัดมุกดาหาร,2551,1979,1849,3828
จังหวัดเชียงใหม่,2551,9510,8863,18373
จังหวัดลำพูน,2551,1743,1650,3393
จังหวัดลำปาง,2551,2589,2560,5149
จังหวัดอุตรดิตถ์,2551,2077,1907,3984
จังหวัดแพร่,2551,1746,1573,3319
จังหวัดน่าน,2551,2185,1964,4149
จังหวัดพะเยา,2551,1881,1795,3676
จังหวัดเชียงราย,2551,5820,5449,11269
จังหวัดแม่ฮ่องสอน,2551,1796,1656,3452
จังหวัดนครสวรรค์,2551,5478,4960,10438
จังหวัดอุทัยธานี,2551,1802,1648,3450
จังหวัดกำแพงเพชร,2551,3357,3197,6554
จังหวัดตาก,2551,5336,4941,10277
จังหวัดสุโขทัย,2551,2654,2451,5105
จังหวัดพิษณุโลก,2551,4288,4208,8496
จังหวัดพิจิตร,2551,2583,2438,5021
จังหวัดเพชรบูรณ์,2551,4622,4283,8905
จังหวัดราชบุรี,2551,5741,5467,11208
จังหวัดกาญจนบุรี,2551,5244,5057,10301
จังหวัดสุพรรณบุรี,2551,4735,4314,9049
จังหวัดนครปฐม,2551,5246,4963,10209
จังหวัดสมุทรสาคร,2551,5455,5048,10503
จังหวัดสมุทรสงคราม,2551,672,679,1351
จังหวัดเพชรบุรี,2551,2752,2537,5289
จังหวัดประจวบคีรีขันธ์,2551,3394,3125,6519
จังหวัดนครศรีธรรมราช,2551,9598,9050,18648
จังหวัดกระบี่,2551,3886,3725,7611
จังหวัดพังงา,2551,1820,1663,3483
จังหวัดภูเก็ต,2551,3881,3783,7664
จังหวัดสุราษฎร์ธานี,2551,8527,7869,16396
จังหวัดระนอง,2551,1040,1023,2063
จังหวัดชุมพร,2551,3310,3098,6408
จังหวัดสงขลา,2551,11033,10251,21284
จังหวัดสตูล,2551,2521,2322,4843
จังหวัดตรัง,2551,4647,4346,8993
จังหวัดพัทลุง,2551,3086,2950,6036
จังหวัดปัตตานี,2551,6551,6029,12580
จังหวัดยะลา,2551,5300,5170,10470
จังหวัดนราธิวาส,2551,7200,6778,13978
กรุงเทพมหานคร,2552,54213,50722,104935
จังหวัดสมุทรปราการ,2552,7735,7150,14885
จังหวัดนนทบุรี,2552,5809,5406,11215
จังหวัดปทุมธานี,2552,6246,5821,12067
จังหวัดพระนครศรีอยุธยา,2552,5003,4787,9790
จังหวัดอ่างทอง,2552,1532,1489,3021
จังหวัดลพบุรี,2552,4003,3761,7764
จังหวัดสิงห์บุรี,2552,1235,1116,2351
จังหวัดชัยนาท,2552,1526,1486,3012
จังหวัดสระบุรี,2552,4329,4160,8489
จังหวัดชลบุรี,2552,14690,13805,28495
จังหวัดระยอง,2552,5445,4966,10411
จังหวัดจันทบุรี,2552,3376,3159,6535
จังหวัดตราด,2552,1319,1198,2517
จังหวัดฉะเชิงเทรา,2552,4441,4113,8554
จังหวัดปราจีนบุรี,2552,3031,2901,5932
จังหวัดนครนายก,2552,1812,1694,3506
จังหวัดสระแก้ว,2552,3088,3094,6182
จังหวัดนครราชสีมา,2552,14237,13480,27717
จังหวัดบุรีรัมย์,2552,8568,7979,16547
จังหวัดสุรินทร์,2552,7164,6777,13941
จังหวัดศรีสะเกษ,2552,7085,6820,13905
จังหวัดอุบลราชธานี,2552,10936,10242,21178
จังหวัดยโสธร,2552,2378,2350,4728
จังหวัดชัยภูมิ,2552,5607,5160,10767
จังหวัดอำนาจเจริญ,2552,1814,1783,3597
จังหวัดหนองบัวลำภู,2552,2668,2465,5133
จังหวัดขอนแก่น,2552,9989,9532,19521
จังหวัดอุดรธานี,2552,8725,8176,16901
จังหวัดเลย,2552,3502,3264,6766
จังหวัดหนองคาย,2552,4973,4580,9553
จังหวัดมหาสารคาม,2552,4039,3862,7901
จังหวัดร้อยเอ็ด,2552,5446,5204,10650
จังหวัดกาฬสินธุ์,2552,4578,4401,8979
จังหวัดสกลนคร,2552,6811,6575,13386
จังหวัดนครพนม,2552,3582,3543,7125
จังหวัดมุกดาหาร,2552,1928,1822,3750
จังหวัดเชียงใหม่,2552,9333,8784,18117
จังหวัดลำพูน,2552,1708,1549,3257
จังหวัดลำปาง,2552,2628,2486,5114
จังหวัดอุตรดิตถ์,2552,2090,1858,3948
จังหวัดแพร่,2552,1704,1596,3300
จังหวัดน่าน,2552,2156,1975,4131
จังหวัดพะเยา,2552,1975,1700,3675
จังหวัดเชียงราย,2552,5880,5404,11284
จังหวัดแม่ฮ่องสอน,2552,1781,1742,3523
จังหวัดนครสวรรค์,2552,5506,5218,10724
จังหวัดอุทัยธานี,2552,1699,1606,3305
จังหวัดกำแพงเพชร,2552,3370,3110,6480
จังหวัดตาก,2552,4513,4138,8651
จังหวัดสุโขทัย,2552,2774,2578,5352
จังหวัดพิษณุโลก,2552,4460,4260,8720
จังหวัดพิจิตร,2552,2713,2502,5215
จังหวัดเพชรบูรณ์,2552,4438,4286,8724
จังหวัดราชบุรี,2552,5624,5313,10937
จังหวัดกาญจนบุรี,2552,5164,4847,10011
จังหวัดสุพรรณบุรี,2552,4818,4538,9356
จังหวัดนครปฐม,2552,4890,4701,9591
จังหวัดสมุทรสาคร,2552,5243,4918,10161
จังหวัดสมุทรสงคราม,2552,732,633,1365
จังหวัดเพชรบุรี,2552,2711,2411,5122
จังหวัดประจวบคีรีขันธ์,2552,3341,3091,6432
จังหวัดนครศรีธรรมราช,2552,9768,8974,18742
จังหวัดกระบี่,2552,3936,3742,7678
จังหวัดพังงา,2552,1747,1578,3325
จังหวัดภูเก็ต,2552,3901,3734,7635
จังหวัดสุราษฎร์ธานี,2552,8480,7991,16471
จังหวัดระนอง,2552,1161,1050,2211
จังหวัดชุมพร,2552,3350,3100,6450
จังหวัดสงขลา,2552,10868,10181,21049
จังหวัดสตูล,2552,2537,2367,4904
จังหวัดตรัง,2552,4592,4240,8832
จังหวัดพัทลุง,2552,2949,2910,5859
จังหวัดปัตตานี,2552,6336,6123,12459
จังหวัดยะลา,2552,5353,5117,10470
จังหวัดนราธิวาส,2552,6878,6575,13453
กรุงเทพมหานคร,2553,51562,48166,99728
จังหวัดสมุทรปราการ,2553,7902,7086,14988
จังหวัดนนทบุรี,2553,5762,5569,11331
จังหวัดปทุมธานี,2553,6246,5855,12101
จังหวัดพระนครศรีอยุธยา,2553,4843,4599,9442
จังหวัดอ่างทอง,2553,1423,1466,2889
จังหวัดลพบุรี,2553,3793,3635,7428
จังหวัดสิงห์บุรี,2553,1146,1036,2182
จังหวัดชัยนาท,2553,1572,1430,3002
จังหวัดสระบุรี,2553,4167,3998,8165
จังหวัดชลบุรี,2553,14280,13423,27703
จังหวัดระยอง,2553,5161,4707,9868
จังหวัดจันทบุรี,2553,3209,3107,6316
จังหวัดตราด,2553,1274,1178,2452
จังหวัดฉะเชิงเทรา,2553,4200,3983,8183
จังหวัดปราจีนบุรี,2553,3059,2824,5883
จังหวัดนครนายก,2553,1694,1627,3321
จังหวัดสระแก้ว,2553,3107,2979,6086
จังหวัดนครราชสีมา,2553,13677,13056,26733
จังหวัดบุรีรัมย์,2553,8392,7938,16330
จังหวัดสุรินทร์,2553,7160,6713,13873
จังหวัดศรีสะเกษ,2553,7039,6766,13805
จังหวัดอุบลราชธานี,2553,10634,10107,20741
จังหวัดยโสธร,2553,2417,2306,4723
จังหวัดชัยภูมิ,2553,5284,5030,10314
จังหวัดอำนาจเจริญ,2553,1878,1772,3650
จังหวัดหนองบัวลำภู,2553,2626,2374,5000
จังหวัดขอนแก่น,2553,9771,9276,19047
จังหวัดอุดรธานี,2553,8389,8052,16441
จังหวัดเลย,2553,3393,3277,6670
จังหวัดหนองคาย,2553,4923,4578,9501
จังหวัดมหาสารคาม,2553,3823,3758,7581
จังหวัดร้อยเอ็ด,2553,5372,5034,10406
จังหวัดกาฬสินธุ์,2553,4663,4445,9108
จังหวัดสกลนคร,2553,6551,6405,12956
จังหวัดนครพนม,2553,3510,3296,6806
จังหวัดมุกดาหาร,2553,1879,1761,3640
จังหวัดเชียงใหม่,2553,9274,8819,18093
จังหวัดลำพูน,2553,1734,1622,3356
จังหวัดลำปาง,2553,2547,2428,4975
จังหวัดอุตรดิตถ์,2553,1992,1938,3930
จังหวัดแพร่,2553,1695,1583,3278
จังหวัดน่าน,2553,2040,2019,4059
จังหวัดพะเยา,2553,1878,1778,3656
จังหวัดเชียงราย,2553,5762,5573,11335
จังหวัดแม่ฮ่องสอน,2553,1835,1714,3549
จังหวัดนครสวรรค์,2553,5318,5154,10472
จังหวัดอุทัยธานี,2553,1569,1579,3148
จังหวัดกำแพงเพชร,2553,3058,2890,5948
จังหวัดตาก,2553,4524,4283,8807
จังหวัดสุโขทัย,2553,2675,2487,5162
จังหวัดพิษณุโลก,2553,4435,4138,8573
จังหวัดพิจิตร,2553,2725,2511,5236
จังหวัดเพชรบูรณ์,2553,4334,4090,8424
จังหวัดราชบุรี,2553,5254,5105,10359
จังหวัดกาญจนบุรี,2553,5102,4738,9840
จังหวัดสุพรรณบุรี,2553,4569,4368,8937
จังหวัดนครปฐม,2553,4692,4409,9101
จังหวัดสมุทรสาคร,2553,5070,4667,9737
จังหวัดสมุทรสงคราม,2553,710,602,1312
จังหวัดเพชรบุรี,2553,2584,2422,5006
จังหวัดประจวบคีรีขันธ์,2553,3185,3056,6241
จังหวัดนครศรีธรรมราช,2553,9394,8822,18216
จังหวัดกระบี่,2553,3842,3406,7248
จังหวัดพังงา,2553,1559,1471,3030
จังหวัดภูเก็ต,2553,3980,3573,7553
จังหวัดสุราษฎร์ธานี,2553,7865,7552,15417
จังหวัดระนอง,2553,1111,1045,2156
จังหวัดชุมพร,2553,3223,3006,6229
จังหวัดสงขลา,2553,10666,9976,20642
จังหวัดสตูล,2553,2439,2261,4700
จังหวัดตรัง,2553,4327,4107,8434
จังหวัดพัทลุง,2553,2800,2704,5504
จังหวัดปัตตานี,2553,6500,5974,12474
จังหวัดยะลา,2553,5368,5119,10487
จังหวัดนราธิวาส,2553,6925,6428,13353
กรุงเทพมหานคร,2554,51807,48524,100331
จังหวัดสมุทรปราการ,2554,8525,7960,16485
จังหวัดนนทบุรี,2554,5927,5498,11425
จังหวัดปทุมธานี,2554,5563,5137,10700
จังหวัดพระนครศรีอยุธยา,2554,4485,4166,8651
จังหวัดอ่างทอง,2554,1530,1440,2970
จังหวัดลพบุรี,2554,4147,3775,7922
จังหวัดสิงห์บุรี,2554,1170,1137,2307
จังหวัดชัยนาท,2554,1514,1412,2926
จังหวัดสระบุรี,2554,4516,4208,8724
จังหวัดชลบุรี,2554,15495,14395,29890
จังหวัดระยอง,2554,5342,4986,10328
จังหวัดจันทบุรี,2554,3509,3234,6743
จังหวัดตราด,2554,1294,1287,2581
จังหวัดฉะเชิงเทรา,2554,4519,4109,8628
จังหวัดปราจีนบุรี,2554,3101,3037,6138
จังหวัดนครนายก,2554,2032,1868,3900
จังหวัดสระแก้ว,2554,3170,3044,6214
จังหวัดนครราชสีมา,2554,14757,13916,28673
จังหวัดบุรีรัมย์,2554,8731,8359,17090
จังหวัดสุรินทร์,2554,7426,7042,14468
จังหวัดศรีสะเกษ,2554,7405,6800,14205
จังหวัดอุบลราชธานี,2554,11197,10596,21793
จังหวัดยโสธร,2554,2541,2448,4989
จังหวัดชัยภูมิ,2554,5407,5100,10507
จังหวัดอำนาจเจริญ,2554,1975,1880,3855
จังหวัดบึงกาฬ,2554,2026,1969,3995
จังหวัดหนองบัวลำภู,2554,2661,2532,5193
จังหวัดขอนแก่น,2554,10335,9899,20234
จังหวัดอุดรธานี,2554,8969,8374,17343
จังหวัดเลย,2554,3587,3503,7090
จังหวัดหนองคาย,2554,3283,3155,6438
จังหวัดมหาสารคาม,2554,4041,3771,7812
จังหวัดร้อยเอ็ด,2554,5690,5489,11179
จังหวัดกาฬสินธุ์,2554,4719,4325,9044
จังหวัดสกลนคร,2554,6927,6608,13535
จังหวัดนครพนม,2554,3543,3411,6954
จังหวัดมุกดาหาร,2554,1975,1879,3854
จังหวัดเชียงใหม่,2554,9711,9028,18739
จังหวัดลำพูน,2554,1651,1650,3301
จังหวัดลำปาง,2554,2565,2463,5028
จังหวัดอุตรดิตถ์,2554,2038,1913,3951
จังหวัดแพร่,2554,1745,1673,3418
จังหวัดน่าน,2554,2167,1999,4166
จังหวัดพะเยา,2554,1988,1857,3845
จังหวัดเชียงราย,2554,6100,5692,11792
จังหวัดแม่ฮ่องสอน,2554,1812,1646,3458
จังหวัดนครสวรรค์,2554,5431,5141,10572
จังหวัดอุทัยธานี,2554,1726,1594,3320
จังหวัดกำแพงเพชร,2554,3363,3160,6523
จังหวัดตาก,2554,4478,4231,8709
จังหวัดสุโขทัย,2554,2670,2537,5207
จังหวัดพิษณุโลก,2554,4536,4459,8995
จังหวัดพิจิตร,2554,2739,2546,5285
จังหวัดเพชรบูรณ์,2554,4591,4270,8861
จังหวัดราชบุรี,2554,5576,5448,11024
จังหวัดกาญจนบุรี,2554,5155,4950,10105
จังหวัดสุพรรณบุรี,2554,4670,4482,9152
จังหวัดนครปฐม,2554,4853,4623,9476
จังหวัดสมุทรสาคร,2554,5569,5378,10947
จังหวัดสมุทรสงคราม,2554,726,688,1414
จังหวัดเพชรบุรี,2554,2554,2495,5049
จังหวัดประจวบคีรีขันธ์,2554,3573,3169,6742
จังหวัดนครศรีธรรมราช,2554,9802,9094,18896
จังหวัดกระบี่,2554,3836,3672,7508
จังหวัดพังงา,2554,1722,1558,3280
จังหวัดภูเก็ต,2554,4266,4051,8317
จังหวัดสุราษฎร์ธานี,2554,8253,7819,16072
จังหวัดระนอง,2554,1128,1084,2212
จังหวัดชุมพร,2554,3398,3152,6550
จังหวัดสงขลา,2554,11375,10587,21962
จังหวัดสตูล,2554,2574,2285,4859
จังหวัดตรัง,2554,4576,4335,8911
จังหวัดพัทลุง,2554,2871,2639,5510
จังหวัดปัตตานี,2554,6545,6182,12727
จังหวัดยะลา,2554,5769,5353,11122
จังหวัดนราธิวาส,2554,7281,6691,13972
กรุงเทพมหานคร,2555,54362,51210,105572
จังหวัดสมุทรปราการ,2555,8945,8306,17251
จังหวัดนนทบุรี,2555,5988,5736,11724
จังหวัดปทุมธานี,2555,6212,5836,12048
จังหวัดพระนครศรีอยุธยา,2555,4720,4339,9059
จังหวัดอ่างทอง,2555,1454,1425,2879
จังหวัดลพบุรี,2555,3970,3837,7807
จังหวัดสิงห์บุรี,2555,1122,1057,2179
จังหวัดชัยนาท,2555,1489,1490,2979
จังหวัดสระบุรี,2555,4468,4120,8588
จังหวัดชลบุรี,2555,16095,15115,31210
จังหวัดระยอง,2555,5339,5032,10371
จังหวัดจันทบุรี,2555,3570,3304,6874
จังหวัดตราด,2555,1434,1302,2736
จังหวัดฉะเชิงเทรา,2555,4630,4324,8954
จังหวัดปราจีนบุรี,2555,3201,2874,6075
จังหวัดนครนายก,2555,1908,1845,3753
จังหวัดสระแก้ว,2555,3131,3006,6137
จังหวัดนครราชสีมา,2555,14833,13790,28623
จังหวัดบุรีรัมย์,2555,8655,7982,16637
จังหวัดสุรินทร์,2555,7471,7209,14680
จังหวัดศรีสะเกษ,2555,7310,7065,14375
จังหวัดอุบลราชธานี,2555,11194,10609,21803
จังหวัดยโสธร,2555,2509,2486,4995
จังหวัดชัยภูมิ,2555,5554,5194,10748
จังหวัดอำนาจเจริญ,2555,1849,1778,3627
จังหวัดบึงกาฬ,2555,2704,2637,5341
จังหวัดหนองบัวลำภู,2555,2758,2515,5273
จังหวัดขอนแก่น,2555,10847,10167,21014
จังหวัดอุดรธานี,2555,8893,8552,17445
จังหวัดเลย,2555,3873,3563,7436
จังหวัดหนองคาย,2555,2831,2666,5497
จังหวัดมหาสารคาม,2555,4048,3886,7934
จังหวัดร้อยเอ็ด,2555,5740,5460,11200
จังหวัดกาฬสินธุ์,2555,4816,4591,9407
จังหวัดสกลนคร,2555,7075,6774,13849
จังหวัดนครพนม,2555,3587,3384,6971
จังหวัดมุกดาหาร,2555,2153,1966,4119
จังหวัดเชียงใหม่,2555,10449,9948,20397
จังหวัดลำพูน,2555,1813,1762,3575
จังหวัดลำปาง,2555,2764,2575,5339
จังหวัดอุตรดิตถ์,2555,2075,1914,3989
จังหวัดแพร่,2555,1663,1666,3329
จังหวัดน่าน,2555,2178,2095,4273
จังหวัดพะเยา,2555,2017,1965,3982
จังหวัดเชียงราย,2555,6476,5926,12402
จังหวัดแม่ฮ่องสอน,2555,1705,1647,3352
จังหวัดนครสวรรค์,2555,5557,5256,10813
จังหวัดอุทัยธานี,2555,1658,1605,3263
จังหวัดกำแพงเพชร,2555,3309,3090,6399
จังหวัดตาก,2555,4636,4370,9006
จังหวัดสุโขทัย,2555,2703,2453,5156
จังหวัดพิษณุโลก,2555,4846,4530,9376
จังหวัดพิจิตร,2555,2829,2537,5366
จังหวัดเพชรบูรณ์,2555,4598,4353,8951
จังหวัดราชบุรี,2555,5728,5230,10958
จังหวัดกาญจนบุรี,2555,5002,4767,9769
จังหวัดสุพรรณบุรี,2555,4810,4558,9368
จังหวัดนครปฐม,2555,5082,4649,9731
จังหวัดสมุทรสาคร,2555,6401,5811,12212
จังหวัดสมุทรสงคราม,2555,754,705,1459
จังหวัดเพชรบุรี,2555,2564,2373,4937
จังหวัดประจวบคีรีขันธ์,2555,3713,3461,7174
จังหวัดนครศรีธรรมราช,2555,10136,9395,19531
จังหวัดกระบี่,2555,3988,3791,7779
จังหวัดพังงา,2555,1824,1758,3582
จังหวัดภูเก็ต,2555,4719,4368,9087
จังหวัดสุราษฎร์ธานี,2555,8630,7991,16621
จังหวัดระนอง,2555,1333,1324,2657
จังหวัดชุมพร,2555,3503,3217,6720
จังหวัดสงขลา,2555,11561,11148,22709
จังหวัดสตูล,2555,2623,2486,5109
จังหวัดตรัง,2555,4685,4394,9079
จังหวัดพัทลุง,2555,3005,2833,5838
จังหวัดปัตตานี,2555,6495,6115,12610
จังหวัดยะลา,2555,6079,5712,11791
จังหวัดนราธิวาส,2555,7334,6782,14116
กรุงเทพมหานคร,2556,52341,48667,101008
จังหวัดสมุทรปราการ,2556,8669,7928,16597
จังหวัดนนทบุรี,2556,5505,5219,10724
จังหวัดปทุมธานี,2556,6202,5727,11929
จังหวัดพระนครศรีอยุธยา,2556,4494,4218,8712
จังหวัดอ่างทอง,2556,1322,1285,2607
จังหวัดลพบุรี,2556,3819,3539,7358
จังหวัดสิงห์บุรี,2556,1111,998,2109
จังหวัดชัยนาท,2556,1409,1337,2746
จังหวัดสระบุรี,2556,4131,3897,8028
จังหวัดชลบุรี,2556,15894,14664,30558
จังหวัดระยอง,2556,5027,4754,9781
จังหวัดจันทบุรี,2556,3316,3190,6506
จังหวัดตราด,2556,1376,1288,2664
จังหวัดฉะเชิงเทรา,2556,4383,3913,8296
จังหวัดปราจีนบุรี,2556,3033,2845,5878
จังหวัดนครนายก,2556,1952,1732,3684
จังหวัดสระแก้ว,2556,2929,2856,5785
จังหวัดนครราชสีมา,2556,13741,13181,26922
จังหวัดบุรีรัมย์,2556,7952,7537,15489
จังหวัดสุรินทร์,2556,6998,6509,13507
จังหวัดศรีสะเกษ,2556,6702,6404,13106
จังหวัดอุบลราชธานี,2556,10261,9861,20122
จังหวัดยโสธร,2556,2366,2293,4659
จังหวัดชัยภูมิ,2556,5012,4767,9779
จังหวัดอำนาจเจริญ,2556,1731,1733,3464
จังหวัดบึงกาฬ,2556,2513,2458,4971
จังหวัดหนองบัวลำภู,2556,2512,2408,4920
จังหวัดขอนแก่น,2556,10198,9445,19643
จังหวัดอุดรธานี,2556,8263,8093,16356
จังหวัดเลย,2556,3540,3250,6790
จังหวัดหนองคาย,2556,2734,2475,5209
จังหวัดมหาสารคาม,2556,3826,3599,7425
จังหวัดร้อยเอ็ด,2556,5285,4993,10278
จังหวัดกาฬสินธุ์,2556,4319,4072,8391
จังหวัดสกลนคร,2556,6622,6169,12791
จังหวัดนครพนม,2556,3200,3109,6309
จังหวัดมุกดาหาร,2556,1923,1826,3749
จังหวัดเชียงใหม่,2556,10784,10100,20884
จังหวัดลำพูน,2556,1743,1703,3446
จังหวัดลำปาง,2556,2500,2417,4917
จังหวัดอุตรดิตถ์,2556,1963,1785,3748
จังหวัดแพร่,2556,1495,1480,2975
จังหวัดน่าน,2556,2060,2011,4071
จังหวัดพะเยา,2556,1872,1843,3715
จังหวัดเชียงราย,2556,6187,5831,12018
จังหวัดแม่ฮ่องสอน,2556,1711,1681,3392
จังหวัดนครสวรรค์,2556,5244,4949,10193
จังหวัดอุทัยธานี,2556,1610,1451,3061
จังหวัดกำแพงเพชร,2556,3137,2917,6054
จังหวัดตาก,2556,4696,4449,9145
จังหวัดสุโขทัย,2556,2422,2309,4731
จังหวัดพิษณุโลก,2556,4647,4129,8776
จังหวัดพิจิตร,2556,2511,2449,4960
จังหวัดเพชรบูรณ์,2556,4246,4034,8280
จังหวัดราชบุรี,2556,5451,5039,10490
จังหวัดกาญจนบุรี,2556,4898,4578,9476
จังหวัดสุพรรณบุรี,2556,4618,4361,8979
จังหวัดนครปฐม,2556,4927,4564,9491
จังหวัดสมุทรสาคร,2556,6995,6489,13484
จังหวัดสมุทรสงคราม,2556,752,714,1466
จังหวัดเพชรบุรี,2556,2376,2256,4632
จังหวัดประจวบคีรีขันธ์,2556,3474,3315,6789
จังหวัดนครศรีธรรมราช,2556,9685,9445,19130
จังหวัดกระบี่,2556,3865,3633,7498
จังหวัดพังงา,2556,1808,1726,3534
จังหวัดภูเก็ต,2556,4647,4418,9065
จังหวัดสุราษฎร์ธานี,2556,8191,7649,15840
จังหวัดระนอง,2556,1434,1361,2795
จังหวัดชุมพร,2556,3383,3080,6463
จังหวัดสงขลา,2556,11764,10992,22756
